file	side	kappa
02_std/fused_labels/ADNI_016_S_1326_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727131057546_S27431_I62395	right	0.4540682415
02_std/fused_labels/ADNI_014_S_0356_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212233545528_S12857_I39629	right	0.4656927844
02_std/fused_labels/ADNI_016_S_1121_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20080308122849834_S23742_I96234	right	0.6966911765
02_std/fused_labels/ADNI_014_S_0558_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213010603779_S15789_I39683	right	0.5358527132
02_std/fused_labels/ADNI_016_S_0702_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070217021444111_S17341_I40781	right	0.5676855895
02_std/fused_labels/ADNI_016_S_1117_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070322173101235_S23327_I46384	right	0.5682507583
02_std/fused_labels/ADNI_018_S_0057_MR_MPR-R____N3__Scaled_Br_20070118010453591_S10209_I36501	right	0.5231583591
02_std/fused_labels/ADNI_014_S_0658_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213013504238_S17481_I39701	right	0.5945945946
02_std/fused_labels/ADNI_018_S_0080_MR_MPR____N3__Scaled_Br_20080124144345215_S10722_I88356	right	0.5476419634
02_std/fused_labels/ADNI_018_S_0057_MR_MPR-R____N3__Scaled_2_Br_20081001150356489_S10209_I118828	right	0.5246776345
02_std/fused_labels/ADNI_014_S_1095_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070320181218511_S23323_I45740	right	0.5893416928
02_std/fused_labels/ADNI_016_S_0991_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070217023139686_S21737_I40794	right	0.5118644068
02_std/fused_labels/ADNI_018_S_0142_MR_MPR____N3__Scaled_2_Br_20081001135757649_S10989_I118792	right	0.5782792666
02_std/fused_labels/ADNI_018_S_0087_MR_MPR____N3__Scaled_Br_20070118010954116_S10687_I36504	right	0.4976873265
02_std/fused_labels/ADNI_018_S_0286_MR_MPR____N3__Scaled_Br_20070120013124801_S12435_I37007	right	0.6352313167
02_std/fused_labels/ADNI_016_S_1263_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070804134033886_S27303_I64622	right	0.5286486486
02_std/fused_labels/ADNI_018_S_0103_MR_MPR____N3__Scaled_2_Br_20081001140304363_S10790_I118798	right	0.5714285714
02_std/fused_labels/ADNI_018_S_0080_MR_MPR____N3__Scaled_2_Br_20081001150046859_S10722_I118825	right	0.6625882353
02_std/fused_labels/ADNI_018_S_0286_MR_MPR____N3__Scaled_2_Br_20081001135113951_S12435_I118779	right	0.5179282869
02_std/fused_labels/ADNI_018_S_0369_MR_MPR____N3__Scaled_Br_20070123185416090_S12613_I37194	right	0.5032938076
02_std/fused_labels/ADNI_018_S_0406_MR_MPR____N3__Scaled_Br_20070123190542509_S13623_I37199	right	0.5372016846
02_std/fused_labels/ADNI_018_S_0055_MR_MPR____N3__Scaled_2_Br_20081001150640983_S10371_I118831	right	0.3977806231
02_std/fused_labels/ADNI_018_S_0055_MR_MPR____N3__Scaled_Br_20071229181121821_S10371_I86354	right	0.2120689655
02_std/fused_labels/ADNI_018_S_0087_MR_MPR____N3__Scaled_2_Br_20081001151240791_S10687_I118838	right	0.4593967517
02_std/fused_labels/ADNI_018_S_0335_MR_MPR____N3__Scaled_2_Br_20081008153133922_S14586_I119801	right	0.5505356311
02_std/fused_labels/ADNI_018_S_0103_MR_MPR____N3__Scaled_Br_20070118011819515_S10790_I36509	right	0.5130542893
02_std/fused_labels/ADNI_018_S_0155_MR_MPR____N3__Scaled_2_Br_20081001135448954_S11767_I118789	right	0.5160697888
02_std/fused_labels/ADNI_018_S_0142_MR_MPR____N3__Scaled_Br_20070119225705049_S10989_I36886	right	0.6500704556
02_std/fused_labels/ADNI_018_S_0406_MR_MPR____N3__Scaled_2_Br_20081001133501175_S13623_I118769	right	0.5711610487
02_std/fused_labels/ADNI_018_S_0155_MR_MPR____N3__Scaled_Br_20070119230259800_S11767_I36892	right	0.4993153811
02_std/fused_labels/ADNI_018_S_0335_MR_MPR____N3__Scaled_Br_20070101214204431_S14586_I35009	right	0.5481619358
02_std/fused_labels/ADNI_018_S_0425_MR_MPR____N3__Scaled_2_Br_20081001133125082_S13585_I118766	right	0.1969762419
02_std/fused_labels/ADNI_020_S_0097_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802170349114_S10858_I64046	right	0.6481164384
02_std/fused_labels/ADNI_021_S_0159_MR_MPR-R__GradWarp__N3__Scaled_Br_20061217141337814_S11314_I33489	right	0.457918552
02_std/fused_labels/ADNI_018_S_0369_MR_MPR____N3__Scaled_2_Br_20081001133823173_S12613_I118772	right	0.41979673
02_std/fused_labels/ADNI_018_S_0450_MR_MPR-R____N3__Scaled_2_Br_20081001132757799_S13994_I118763	right	0.5256594724
02_std/fused_labels/ADNI_021_S_0231_MR_MPR-R__GradWarp__N3__Scaled_Br_20061217142113223_S11835_I33493	right	0.7094339623
02_std/fused_labels/ADNI_018_S_0633_MR_MPR-R____N3__Scaled_Br_20070101222816515_S15573_I35036	right	0.6220192796
02_std/fused_labels/ADNI_018_S_0425_MR_MPR____N3__Scaled_Br_20070731165720140_S13585_I63383	right	0.5589111017
02_std/fused_labels/ADNI_020_S_0899_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718121152849_S19329_I60618	right	0.3473214286
02_std/fused_labels/ADNI_018_S_0450_MR_MPR-R____N3__Scaled_Br_20070123192028100_S13994_I37206	right	0.444973797
02_std/fused_labels/ADNI_021_S_0276_MR_MPR__GradWarp__N3__Scaled_Br_20061217123049639_S12260_I33433	right	0.4853291039
02_std/fused_labels/ADNI_021_S_0141_MR_MPR__GradWarp__N3__Scaled_Br_20061217092830688_S11036_I33396	right	0.4919243193
02_std/fused_labels/ADNI_021_S_0337_MR_MPR__GradWarp__N3__Scaled_Br_20061217123842517_S12485_I33437	right	0.3279263481
02_std/fused_labels/ADNI_020_S_1288_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718140740691_S26890_I60664	right	0.3406185567
02_std/fused_labels/ADNI_020_S_0213_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718120158728_S12386_I60600	right	0.6053910738
02_std/fused_labels/ADNI_018_S_0633_MR_MPR-R____N3__Scaled_2_Br_20081010112443772_S15573_I120057	right	0.4093925472
02_std/fused_labels/ADNI_021_S_0626_MR_MPR__GradWarp__N3__Scaled_Br_20061229121810690_S15969_I34672	right	0.5877475818
02_std/fused_labels/ADNI_021_S_0273_MR_MPR__GradWarp__N3__Scaled_Br_20061217122235127_S12168_I33428	right	0.4698046181
02_std/fused_labels/ADNI_018_S_0682_MR_MPR____N3__Scaled_2_Br_20081008153234434_S16293_I119802	right	0.6725490196
02_std/fused_labels/ADNI_018_S_0682_MR_MPR____N3__Scaled_Br_20070101224115510_S16293_I35044	right	0.4710462287
02_std/fused_labels/ADNI_021_S_0343_MR_MPR__GradWarp__N3__Scaled_Br_20061217125152228_S12836_I33444	right	0.6352624495
02_std/fused_labels/ADNI_021_S_0753_MR_MPR__GradWarp__N3__Scaled_Br_20061217132116005_S17580_I33461	right	0.5535197686
02_std/fused_labels/ADNI_020_S_0883_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718141322351_S19459_I60673	right	0.6439790576
02_std/fused_labels/ADNI_021_S_0178_MR_MPR__GradWarp__N3__Scaled_Br_20061219165928291_S11567_I33799	right	0.4962894249
02_std/fused_labels/ADNI_021_S_0984_MR_MPR__GradWarp__N3__Scaled_Br_20061217135011341_S20680_I33476	right	0.5139220366
02_std/fused_labels/ADNI_021_S_0332_MR_MPR-R__GradWarp__N3__Scaled_Br_20061218165657362_S12756_I33599	right	0.4434060228
02_std/fused_labels/ADNI_021_S_1109_MR_MPR__GradWarp__N3__Scaled_Br_20070727185946236_S23446_I62695	right	0.6160473883
02_std/fused_labels/ADNI_022_S_0129_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712152611314_S11485_I59484	right	0.4930232558
02_std/fused_labels/ADNI_022_S_0014_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712143051450_S9271_I59375	right	0.5699233716
02_std/fused_labels/ADNI_021_S_0424_MR_MPR-R__GradWarp__N3__Scaled_Br_20061219090034974_S13531_I33644	right	0.3168490153
02_std/fused_labels/ADNI_022_S_0044_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712144317984_S8814_I59398	right	0.3731501057
02_std/fused_labels/ADNI_022_S_0219_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712154620604_S12375_I59533	right	0.5657640232
02_std/fused_labels/ADNI_022_S_0544_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070804141253074_S14679_I64672	right	0.3832790445
02_std/fused_labels/ADNI_022_S_0750_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712155703378_S17695_I59552	right	0.5776965265
02_std/fused_labels/ADNI_021_S_0642_MR_MPR__GradWarp__N3__Scaled_Br_20061217130526879_S15935_I33452	right	0.3681927711
02_std/fused_labels/ADNI_022_S_0004_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070804134614900_S9234_I64631	right	0.6171320398
02_std/fused_labels/ADNI_022_S_0924_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712160649333_S19445_I59575	right	0.5111111111
02_std/fused_labels/ADNI_021_S_0647_MR_MPR__GradWarp__N3__Scaled_Br_20061217131346116_S15957_I33457	right	0.5396683102
02_std/fused_labels/ADNI_023_S_0030_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061204155608167_S9441_I31631	right	0.3836608066
02_std/fused_labels/ADNI_022_S_0007_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712142439074_S9024_I59366	right	0.4195377235
02_std/fused_labels/ADNI_023_S_0031_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070821182618561_S9785_I69612	right	0.2116402116
02_std/fused_labels/ADNI_023_S_0042_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001152151617_S8852_I118850	right	0.4856368564
02_std/fused_labels/ADNI_022_S_1097_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070712161920603_S23337_I59610	right	0.5421624418
02_std/fused_labels/ADNI_022_S_0096_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712150800206_S11006_I59456	right	0.6334610473
02_std/fused_labels/ADNI_022_S_0066_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712150156508_S10271_I59446	right	0.6739890165
02_std/fused_labels/ADNI_023_S_0058_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001150737723_S10335_I118832	right	0.6592427617
02_std/fused_labels/ADNI_023_S_0058_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080605143248460_S10335_I108504	right	0.6723442403
02_std/fused_labels/ADNI_022_S_0543_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712155153926_S14849_I59543	right	0.6193806194
02_std/fused_labels/ADNI_022_S_0130_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712154033261_S11089_I59524	right	0.5460069444
02_std/fused_labels/ADNI_023_S_0081_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061130190355722_S10813_I31125	right	0.5851015801
02_std/fused_labels/ADNI_022_S_1394_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070816140829464_S34317_I68082	right	0.6160183066
02_std/fused_labels/ADNI_023_S_0061_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061130181357306_S10312_I31102	right	0.6163873371
02_std/fused_labels/ADNI_022_S_1351_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712162218272_S28484_I59615	right	0.7125307125
02_std/fused_labels/ADNI_022_S_0961_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070712161422506_S20711_I59601	right	0.3026025584
02_std/fused_labels/ADNI_023_S_0093_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201134712282_S10736_I31251	right	0.5913591359
02_std/fused_labels/ADNI_023_S_0083_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061130194138457_S10568_I31143	right	0.6116700201
02_std/fused_labels/ADNI_022_S_1366_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812135649006_S29196_I67165	right	0.5324232082
02_std/fused_labels/ADNI_023_S_0030_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001130228972_S9441_I118750	right	0.4049586777
02_std/fused_labels/ADNI_023_S_0031_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001151656758_S9785_I118843	right	0.2971538833
02_std/fused_labels/ADNI_023_S_0126_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101037533_S11525_I118973	right	0.4455077087
02_std/fused_labels/ADNI_023_S_0139_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201144502375_S11079_I31300	right	0.6649616368
02_std/fused_labels/ADNI_023_S_0042_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061130173634563_S8852_I31084	right	0.5338386573
02_std/fused_labels/ADNI_023_S_0061_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002133811269_S10312_I119062	right	0.5313516024
02_std/fused_labels/ADNI_023_S_0126_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061201141412569_S11525_I31271	right	0.5929108485
02_std/fused_labels/ADNI_023_S_0331_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101152597_S12428_I118975	right	0.6231155779
02_std/fused_labels/ADNI_023_S_0376_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101229250_S12652_I118976	right	0.4337121212
02_std/fused_labels/ADNI_023_S_0078_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001153036948_S10619_I118861	right	0.6339723584
02_std/fused_labels/ADNI_023_S_0217_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101115159_S11731_I118974	right	0.6216077829
02_std/fused_labels/ADNI_023_S_0139_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002100910505_S11079_I118971	right	0.5339506173
02_std/fused_labels/ADNI_023_S_0081_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001153645430_S10813_I118869	right	0.567788899
02_std/fused_labels/ADNI_023_S_0078_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070427190117586_S10619_I51999	right	0.5470771977
02_std/fused_labels/ADNI_023_S_0604_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203122926229_S15182_I31455	right	0.5512589928
02_std/fused_labels/ADNI_023_S_0388_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203115439863_S13076_I31437	right	0.5923869944
02_std/fused_labels/ADNI_023_S_0084_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061201102044695_S10764_I31205	right	0.5726634252
02_std/fused_labels/ADNI_023_S_0083_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001153941224_S10568_I118874	right	0.5948103792
02_std/fused_labels/ADNI_023_S_0331_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201162554355_S12428_I31369	right	0.5275391612
02_std/fused_labels/ADNI_023_S_0093_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002100757991_S10736_I118969	right	0.5642181163
02_std/fused_labels/ADNI_023_S_0855_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203135308153_S18561_I31509	right	0.6322217003
02_std/fused_labels/ADNI_023_S_0084_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002100834283_S10764_I118970	right	0.5786096257
02_std/fused_labels/ADNI_023_S_0887_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002102505839_S19087_I118988	right	0.4848156182
02_std/fused_labels/ADNI_023_S_0388_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001152419019_S13076_I118853	right	0.3971348985
02_std/fused_labels/ADNI_023_S_0625_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002114102603_S15820_I119028	right	0.55817738
02_std/fused_labels/ADNI_023_S_0855_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002102235603_S18561_I118985	right	0.3791647114
02_std/fused_labels/ADNI_023_S_0613_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203125535760_S15743_I31473	right	0.5848970252
02_std/fused_labels/ADNI_023_S_0217_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061201155914899_S11731_I31346	right	0.5818743563
02_std/fused_labels/ADNI_023_S_0376_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201164531518_S12652_I31384	right	0.5547169811
02_std/fused_labels/ADNI_023_S_1046_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070322174836354_S22199_I46396	right	0.5185504745
02_std/fused_labels/ADNI_023_S_1046_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001155201559_S22199_I118907	right	0.5687121867
02_std/fused_labels/ADNI_023_S_0625_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061203133040963_S15820_I31495	right	0.5287637699
02_std/fused_labels/ADNI_023_S_0963_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080206081955454_S19740_I89417	right	0.5409556314
02_std/fused_labels/ADNI_023_S_0613_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002114026105_S15743_I119027	right	0.548431105
02_std/fused_labels/ADNI_023_S_0916_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154252419_S19228_I118879	right	0.3815668203
02_std/fused_labels/ADNI_023_S_1247_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002103413605_S25741_I118994	right	0.3356854839
02_std/fused_labels/ADNI_023_S_1190_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070322181907670_S24847_I46417	right	0.5514184397
02_std/fused_labels/ADNI_023_S_0604_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154019415_S15182_I118875	right	0.5272154746
02_std/fused_labels/ADNI_023_S_1289_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160534628_S26374_I118925	right	0.4936854191
02_std/fused_labels/ADNI_023_S_0887_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203141838289_S19087_I31526	right	0.5445652174
02_std/fused_labels/ADNI_023_S_1104_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001155513122_S22579_I118911	right	0.6345044573
02_std/fused_labels/ADNI_023_S_0926_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154652646_S19390_I118892	right	0.6803738318
02_std/fused_labels/ADNI_023_S_0916_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203142844438_S19228_I31533	right	0.5894736842
02_std/fused_labels/ADNI_023_S_0963_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154900852_S19740_I118903	right	0.6075407027
02_std/fused_labels/ADNI_023_S_1190_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160113641_S24847_I118919	right	0.5032938076
02_std/fused_labels/ADNI_023_S_0926_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203145312272_S19390_I31547	right	0.6738620366
02_std/fused_labels/ADNI_023_S_1289_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080207172946284_S26374_I89938	right	0.4585477416
02_std/fused_labels/ADNI_023_S_1306_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160659176_S26604_I118927	right	0.5984654731
02_std/fused_labels/ADNI_024_S_0985_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070727191736159_S21112_I62715	right	0.498245614
02_std/fused_labels/ADNI_027_S_0116_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152008458_S11442_I119068	right	0.5878103837
02_std/fused_labels/ADNI_027_S_0116_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061227121133462_S11442_I34325	right	0.5011515431
02_std/fused_labels/ADNI_023_S_1247_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070412172006512_S25741_I48857	right	0.3024536805
02_std/fused_labels/ADNI_027_S_0118_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152101562_S11796_I119069	right	0.5652600589
02_std/fused_labels/ADNI_027_S_0074_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002151636821_S10605_I119067	right	0.4192546584
02_std/fused_labels/ADNI_027_S_0118_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222172848171_S11796_I34114	right	0.4755244755
02_std/fused_labels/ADNI_023_S_1126_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081124142926303_S23440_I128366	right	0.5092592593
02_std/fused_labels/ADNI_027_S_0120_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152155880_S11535_I119070	right	0.6751648352
02_std/fused_labels/ADNI_023_S_1262_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160410209_S26314_I118923	right	0.2805970149
02_std/fused_labels/ADNI_023_S_1104_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070412171609661_S22579_I48851	right	0.6005249344
02_std/fused_labels/ADNI_024_S_1063_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070731170617965_S21525_I63392	right	0.6139447824
02_std/fused_labels/ADNI_027_S_0256_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222182443469_S12357_I34150	right	0.2269651223
02_std/fused_labels/ADNI_027_S_0307_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222183929043_S13072_I34159	right	0.564494382
02_std/fused_labels/ADNI_024_S_1307_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731173131780_S27061_I63415	right	0.5297504798
02_std/fused_labels/ADNI_023_S_1306_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070322184713570_S26604_I46435	right	0.6523955148
02_std/fused_labels/ADNI_027_S_0417_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061222202441161_S14373_I34226	right	0.5419708029
02_std/fused_labels/ADNI_024_S_1171_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731172208570_S24659_I63406	right	0.4879065888
02_std/fused_labels/ADNI_027_S_0403_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061222191351273_S13717_I34181	right	0.7378129117
02_std/fused_labels/ADNI_027_S_0485_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070129174944113_S14208_I37557	right	0.4532856504
02_std/fused_labels/ADNI_023_S_1262_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727133707675_S26314_I62433	right	0.5631840796
02_std/fused_labels/ADNI_024_S_1393_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806174939767_S28190_I65271	right	0.5166908563
02_std/fused_labels/ADNI_027_S_0074_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061227115631612_S10605_I34316	right	0.3956945156
02_std/fused_labels/ADNI_024_S_1400_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807074932311_S31870_I65280	right	0.4820359281
02_std/fused_labels/ADNI_027_S_0644_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222204755143_S15630_I34240	right	0.6827820187
02_std/fused_labels/ADNI_027_S_1081_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070327152141858_S25357_I47168	right	0.5523364486
02_std/fused_labels/ADNI_027_S_1385_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070330094058546_S28133_I47574	right	0.4847801578
02_std/fused_labels/ADNI_027_S_0179_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061222180304669_S11781_I34136	right	0.5378590078
02_std/fused_labels/ADNI_027_S_0461_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222203247000_S15192_I34231	right	0.5081131201
02_std/fused_labels/ADNI_027_S_1213_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070327164604315_S25492_I47223	right	0.5373414749
02_std/fused_labels/ADNI_027_S_1277_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070328083825155_S26408_I47278	right	0.3811563169
02_std/fused_labels/ADNI_027_S_0120_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061227122431347_S11535_I34332	right	0.6707746479
02_std/fused_labels/ADNI_027_S_0404_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222194841960_S13866_I34204	right	0.5529010239
02_std/fused_labels/ADNI_027_S_0179_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152248907_S11781_I119071	right	0.6496318753
02_std/fused_labels/ADNI_027_S_0408_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070129173016787_S14231_I37548	right	0.5824223874
02_std/fused_labels/ADNI_027_S_1082_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070327161431010_S22938_I47204	right	0.5439613527
02_std/fused_labels/ADNI_029_S_0871_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718145134172_S24246_I60719	right	0.6408640864
02_std/fused_labels/ADNI_029_S_0866_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807154846672_S18917_I65611	right	0.5874730022
02_std/fused_labels/ADNI_029_S_1038_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070718150555942_S22851_I60732	right	0.6024988431
02_std/fused_labels/ADNI_027_S_0835_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070109234117513_S18760_I35666	right	0.6657368666
02_std/fused_labels/ADNI_027_S_0850_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070412191003564_S18554_I48996	right	0.5374358974
02_std/fused_labels/ADNI_029_S_1073_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806124421887_S22828_I65022	right	0.5641277641
02_std/fused_labels/ADNI_027_S_1045_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070327162348161_S22174_I47210	right	0.5316995205
02_std/fused_labels/ADNI_027_S_1254_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070327165452524_S25764_I47228	right	0.5687988955
02_std/fused_labels/ADNI_029_S_0843_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070810175504250_S18909_I66997	right	0.5703022339
02_std/fused_labels/ADNI_029_S_1184_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812143109046_S25463_I67210	right	0.5026343519
02_std/fused_labels/ADNI_029_S_0824_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080308130111462_S18139_I96284	right	0.6047183438
02_std/fused_labels/ADNI_029_S_0999_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070805144703422_S23248_I64898	right	0.5409836066
02_std/fused_labels/ADNI_029_S_1318_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070718153404161_S26769_I60760	right	0.6036671368
