file	side	kappa
02_std/fused_labels/ADNI_029_S_1215_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718151927704_S25348_I60746	right	0.3784893268
02_std/fused_labels/ADNI_027_S_1387_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812142231349_S28123_I67201	right	0.5463274124
02_std/fused_labels/ADNI_029_S_0836_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806122937449_S18151_I65013	right	0.5911890099
02_std/fused_labels/ADNI_029_S_0914_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20081101211348245_S24287_I124879	right	0.5847418913
02_std/fused_labels/ADNI_031_S_0351_MR_MPR-R__GradWarp__N3__Scaled_Br_20070807100818129_S13461_I65401	right	0.6242221158
02_std/fused_labels/ADNI_031_S_0568_MR_MPR__GradWarp__N3__Scaled_Br_20070805151519193_S14833_I64922	right	0.6800825593
02_std/fused_labels/ADNI_029_S_0878_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070805142357853_S18986_I64876	right	0.6384180791
02_std/fused_labels/ADNI_029_S_0845_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070805141431549_S18829_I64867	right	0.6026600166
02_std/fused_labels/ADNI_032_S_0095_MR_MPR____N3__Scaled_2_Br_20081003095810245_S10729_I119076	right	0.5829471733
02_std/fused_labels/ADNI_031_S_1066_MR_MPR__GradWarp__N3__Scaled_Br_20070813152400650_S22389_I67434	right	0.4913705584
02_std/fused_labels/ADNI_029_S_1218_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070813144422893_S25478_I67389	right	0.3501350135
02_std/fused_labels/ADNI_031_S_0554_MR_MPR-R__GradWarp__N3__Scaled_Br_20070804144512116_S14904_I64711	right	0.4825845533
02_std/fused_labels/ADNI_031_S_0821_MR_MPR__GradWarp__N3__Scaled_Br_20080302104502181_S18439_I94816	right	0.5649717514
02_std/fused_labels/ADNI_029_S_1056_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070718151433161_S22977_I60741	right	0.6235521236
02_std/fused_labels/ADNI_032_S_0187_MR_MPR-R____N3__Scaled_Br_20070123194533661_S11617_I37217	right	0.4712328767
02_std/fused_labels/ADNI_032_S_0214_MR_MPR-R____N3__Scaled_Br_20070123195815556_S11740_I37224	right	0.6417065738
02_std/fused_labels/ADNI_031_S_0618_MR_MPR-R__GradWarp__N3__Scaled_Br_20070812130712805_S15271_I67110	right	0.5140105079
02_std/fused_labels/ADNI_032_S_0400_MR_MPR____N3__Scaled_Br_20070118000329335_S13238_I36459	right	0.5976027397
02_std/fused_labels/ADNI_031_S_1209_MR_MPR__GradWarp__N3__Scaled_Br_20070813153725713_S25028_I67441	right	0.5560836502
02_std/fused_labels/ADNI_031_S_0830_MR_MPR-R__GradWarp__N3__Scaled_Br_20071029110046014_S18847_I79342	right	0.6102689487
02_std/fused_labels/ADNI_029_S_1384_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070805145632687_S29083_I64907	right	0.3689497717
02_std/fused_labels/ADNI_032_S_0400_MR_MPR____N3__Scaled_2_Br_20081003101339687_S13238_I119087	right	0.5493449782
02_std/fused_labels/ADNI_031_S_0321_MR_MPR__GradWarp__N3__Scaled_Br_20070807093706127_S12365_I65383	right	0.6208178439
02_std/fused_labels/ADNI_031_S_0294_MR_MPR-R__GradWarp__N3__Scaled_Br_20071226134606100_S12243_I86206	right	0.5588364918
02_std/fused_labels/ADNI_032_S_0718_MR_MPR____N3__Scaled_2_Br_20081003103508361_S16859_I119105	right	0.5273722628
02_std/fused_labels/ADNI_032_S_0479_MR_MPR____N3__Scaled_Br_20070118002237189_S14457_I36469	right	0.5442238267
02_std/fused_labels/ADNI_032_S_0978_MR_MPR____N3__Scaled_Br_20070123201832755_S20184_I37238	right	0.3202645253
02_std/fused_labels/ADNI_032_S_0187_MR_MPR-R____N3__Scaled_2_Br_20081003100351181_S11617_I119080	right	0.4477199447
02_std/fused_labels/ADNI_032_S_1101_MR_MPR____N3__Scaled_2_Br_20081003104506735_S22783_I119116	right	0.6012145749
02_std/fused_labels/ADNI_032_S_1169_MR_MPR-R____N3__Scaled_2_Br_20081003104756214_S24442_I119118	right	0.6241846463
02_std/fused_labels/ADNI_032_S_1169_MR_MPR-R____N3__Scaled_Br_20070806134402523_S24442_I65052	right	0.6077844311
02_std/fused_labels/ADNI_031_S_0867_MR_MPR__GradWarp__N3__Scaled_Br_20070813151048642_S19256_I67423	right	0.6643233743
02_std/fused_labels/ADNI_032_S_0147_MR_MPR____N3__Scaled_2_Br_20081003100226549_S11186_I119079	right	0.5648574057
02_std/fused_labels/ADNI_032_S_0095_MR_MPR____N3__Scaled_Br_20070731174115956_S10729_I63424	right	0.532228361
02_std/fused_labels/ADNI_032_S_0147_MR_MPR____N3__Scaled_Br_20070123192754258_S11186_I37210	right	0.6587155963
02_std/fused_labels/ADNI_032_S_0479_MR_MPR____N3__Scaled_2_Br_20081003101752111_S14457_I119090	right	0.6642566652
02_std/fused_labels/ADNI_032_S_1037_MR_MPR____N3__Scaled_2_Br_20081003104216708_S22208_I119114	right	0.4176196527
02_std/fused_labels/ADNI_033_S_0513_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120611250_S14673_I119122	right	0.603060306
02_std/fused_labels/ADNI_032_S_0718_MR_MPR____N3__Scaled_Br_20070118003212483_S16859_I36474	right	0.619047619
02_std/fused_labels/ADNI_032_S_0214_MR_MPR-R____N3__Scaled_2_Br_20081003100927277_S11740_I119084	right	0.6395759717
02_std/fused_labels/ADNI_032_S_1101_MR_MPR____N3__Scaled_Br_20070731180142730_S22783_I63442	right	0.3594704684
02_std/fused_labels/ADNI_033_S_0513_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302154554824_S14673_I42258	right	0.6074342702
02_std/fused_labels/ADNI_032_S_0978_MR_MPR____N3__Scaled_2_Br_20081003103926976_S20184_I119112	right	0.6616041766
02_std/fused_labels/ADNI_032_S_1037_MR_MPR____N3__Scaled_Br_20070118004712656_S22208_I36482	right	0.4636707266
02_std/fused_labels/ADNI_033_S_0514_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120706970_S14663_I119123	right	0.5668276973
02_std/fused_labels/ADNI_032_S_0677_MR_MPR____N3__Scaled_2_Br_20081003103049630_S16051_I119102	right	0.6735833998
02_std/fused_labels/ADNI_032_S_0677_MR_MPR____N3__Scaled_Br_20070123200558482_S16051_I37228	right	0.641749503
02_std/fused_labels/ADNI_033_S_0723_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121055251_S16845_I119127	right	0.6257425743
02_std/fused_labels/ADNI_033_S_0567_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121001991_S14572_I119126	right	0.6305015353
02_std/fused_labels/ADNI_033_S_0511_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120513744_S15101_I119121	right	0.6789838337
02_std/fused_labels/ADNI_033_S_0514_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302161749464_S14663_I42276	right	0.5682272909
02_std/fused_labels/ADNI_033_S_0724_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121149525_S17337_I119128	right	0.3597710548
02_std/fused_labels/ADNI_033_S_0511_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302151219556_S15101_I42240	right	0.626561777
02_std/fused_labels/ADNI_033_S_0739_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121834902_S16956_I119135	right	0.6672985782
02_std/fused_labels/ADNI_033_S_0734_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303134608580_S16942_I42434	right	0.487081745
02_std/fused_labels/ADNI_033_S_0734_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121738846_S16942_I119134	right	0.6649746193
02_std/fused_labels/ADNI_033_S_0733_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303133222445_S16932_I42425	right	0.4802030457
02_std/fused_labels/ADNI_033_S_0733_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121546031_S16932_I119132	right	0.5657171414
02_std/fused_labels/ADNI_033_S_0725_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303130703791_S17092_I42409	right	0.5338454153
02_std/fused_labels/ADNI_033_S_0920_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070304121025723_S19288_I42481	right	0.6806640625
02_std/fused_labels/ADNI_033_S_0516_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120907024_S14818_I119125	right	0.6638152267
02_std/fused_labels/ADNI_033_S_0516_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302171255157_S14818_I42308	right	0.7291311755
02_std/fused_labels/ADNI_033_S_1016_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070306084833503_S21817_I42772	right	0.4693786321
02_std/fused_labels/ADNI_033_S_0567_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070303120457162_S14572_I42370	right	0.6267281106
02_std/fused_labels/ADNI_033_S_1086_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070306090420483_S23547_I42785	right	0.6196796339
02_std/fused_labels/ADNI_033_S_1116_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070306101437636_S22799_I42844	right	0.5816226784
02_std/fused_labels/ADNI_033_S_0741_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121931589_S17006_I119136	right	0.3556231003
02_std/fused_labels/ADNI_033_S_0725_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121348635_S17092_I119130	right	0.5902273827
02_std/fused_labels/ADNI_033_S_0724_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303125222238_S17337_I42400	right	0.465481604
02_std/fused_labels/ADNI_033_S_0739_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304110859078_S16956_I42441	right	0.6776625825
02_std/fused_labels/ADNI_033_S_1284_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070517163057545_S26686_I54799	right	0.5951086957
02_std/fused_labels/ADNI_033_S_0723_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303122652673_S16845_I42384	right	0.6243176179
02_std/fused_labels/ADNI_033_S_1283_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070517162231894_S26144_I54785	right	0.5497287523
02_std/fused_labels/ADNI_033_S_0922_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304122855389_S19341_I42493	right	0.5618210036
02_std/fused_labels/ADNI_033_S_0889_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070426183239887_S19296_I51629	right	0.5575266092
02_std/fused_labels/ADNI_035_S_0156_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212214638392_S11391_I39533	right	0.6877370417
02_std/fused_labels/ADNI_033_S_0741_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304112300306_S17006_I42450	right	0.5990922844
02_std/fused_labels/ADNI_033_S_1309_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070426181345627_S26195_I51605	right	0.6111665005
02_std/fused_labels/ADNI_035_S_0204_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212215946185_S11661_I39542	right	0.6520076482
02_std/fused_labels/ADNI_033_S_1098_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070306095352673_S22792_I42832	right	0.5467889908
02_std/fused_labels/ADNI_033_S_0906_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304115044054_S19314_I42468	right	0.6539589443
02_std/fused_labels/ADNI_033_S_0923_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304125438114_S19544_I42509	right	0.5781119465
02_std/fused_labels/ADNI_033_S_1308_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070517160021095_S26600_I54752	right	0.4863571087
02_std/fused_labels/ADNI_033_S_1281_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070517161803030_S26136_I54780	right	0.2770233569
02_std/fused_labels/ADNI_035_S_0048_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319171821233_S10257_I45183	right	0.5287786617
02_std/fused_labels/ADNI_036_S_0759_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120004026768_S18094_I36969	right	0.5463970969
02_std/fused_labels/ADNI_036_S_0577_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119233126708_S14974_I36914	right	0.4411764706
02_std/fused_labels/ADNI_035_S_0033_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319170758998_S10396_I45166	right	0.3797226208
02_std/fused_labels/ADNI_035_S_0997_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730180825513_S23184_I62908	right	0.4413250983
02_std/fused_labels/ADNI_033_S_1279_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070517160450483_S26694_I54757	right	0.6968278731
02_std/fused_labels/ADNI_036_S_0945_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120012107705_S20971_I36999	right	0.2347457627
02_std/fused_labels/ADNI_036_S_0760_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209144410346_S18264_I38652	right	0.5783505155
02_std/fused_labels/ADNI_033_S_1285_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070426175923899_S26128_I51588	right	0.6372595026
02_std/fused_labels/ADNI_036_S_1001_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209145840163_S22691_I38661	right	0.6071794872
02_std/fused_labels/ADNI_036_S_1023_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070806143820211_S24338_I65104	right	0.3612293144
02_std/fused_labels/ADNI_036_S_1135_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806144313368_S24501_I65109	right	0.6542145594
02_std/fused_labels/ADNI_037_S_0303_MR_MPR-R__GradWarp__N3__Scaled_Br_20070806153911498_S12982_I65148	right	0.4569789675
02_std/fused_labels/ADNI_035_S_0341_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319175003745_S12952_I45213	right	0.500463392
02_std/fused_labels/ADNI_036_S_0813_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120005430235_S18252_I36979	right	0.2247889827
02_std/fused_labels/ADNI_035_S_0292_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212221314426_S12408_I39569	right	0.2380952381
02_std/fused_labels/ADNI_036_S_0673_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120001203137_S17157_I36949	right	0.1803108808
02_std/fused_labels/ADNI_036_S_0672_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119235831844_S17131_I36938	right	0.5142314991
02_std/fused_labels/ADNI_036_S_1240_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806145220578_S26423_I65118	right	0.5890214797
02_std/fused_labels/ADNI_036_S_0576_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119231729321_S15156_I36903	right	0.6449814126
02_std/fused_labels/ADNI_035_S_0555_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070212231251579_S22440_I39614	right	0.5940594059
02_std/fused_labels/ADNI_037_S_0454_MR_MPR__GradWarp__N3__Scaled_Br_20071030160825938_S14104_I79755	right	0.5666372462
02_std/fused_labels/ADNI_036_S_0748_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120002555015_S17705_I36959	right	0.6536412078
02_std/fused_labels/ADNI_036_S_0656_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119234457766_S16286_I36924	right	0.5337805462
02_std/fused_labels/ADNI_037_S_0588_MR_MPR__GradWarp__N3__Scaled_Br_20071030172005902_S23602_I79824	right	0.710351377
02_std/fused_labels/ADNI_036_S_0869_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070120011255669_S21421_I36993	right	0.527620031
02_std/fused_labels/ADNI_036_S_0976_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806142519390_S23852_I65091	right	0.1394441736
02_std/fused_labels/ADNI_037_S_0539_MR_MPR-R__GradWarp__N3__Scaled_Br_20071030164547990_S15541_I79792	right	0.6623766624
02_std/fused_labels/ADNI_037_S_0327_MR_MPR__GradWarp__N3__Scaled_Br_20071030155301116_S13473_I79732	right	0.5771495878
02_std/fused_labels/ADNI_041_S_0125_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070109234918469_S10883_I35671	right	0.6341263331
02_std/fused_labels/ADNI_037_S_0150_MR_MPR-R__GradWarp__N3__Scaled_Br_20070806150947680_S11434_I65130	right	0.550384094
02_std/fused_labels/ADNI_037_S_0182_MR_MPR__GradWarp__N3__Scaled_Br_20070806151831769_S11644_I65134	right	0.4809384164
02_std/fused_labels/ADNI_041_S_0314_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229141726504_S12492_I34680	right	0.4115840281
02_std/fused_labels/ADNI_037_S_0501_MR_MPR__GradWarp__N3__Scaled_Br_20071030162417053_S14854_I79773	right	0.6729678639
02_std/fused_labels/ADNI_037_S_1421_MR_MPR__GradWarp__N3__Scaled_Br_20071031140454958_S38602_I79948	right	0.6119711042
02_std/fused_labels/ADNI_037_S_1078_MR_MPR__GradWarp__N3__Scaled_Br_20071030173513529_S23178_I79838	right	0.638030888
02_std/fused_labels/ADNI_037_S_0467_MR_MPR__GradWarp__N3__Scaled_Br_20080605143330764_S14164_I108505	right	0.5441030723
02_std/fused_labels/ADNI_037_S_0377_MR_MPR__GradWarp__N3__Scaled_Br_20071125141431214_S13873_I83094	right	0.6694352159
02_std/fused_labels/ADNI_041_S_0446_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070215230040560_S13908_I40433	right	0.5290257446
02_std/fused_labels/ADNI_041_S_0549_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212211806655_S15488_I39506	right	0.3882086168
02_std/fused_labels/ADNI_037_S_0566_MR_MPR__GradWarp__N3__Scaled_Br_20071030165731129_S15457_I79803	right	0.2927613941
02_std/fused_labels/ADNI_041_S_0282_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212210357565_S13496_I39486	right	0.5158172232
02_std/fused_labels/ADNI_037_S_0552_MR_MPR__GradWarp__N3__Scaled_Br_20071030165002928_S14888_I79796	right	0.6310726311
02_std/fused_labels/ADNI_041_S_1368_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806164945601_S27512_I65248	right	0.4829222011
02_std/fused_labels/ADNI_037_S_0627_MR_MPR__GradWarp__N3__Scaled_Br_20071030172722998_S16313_I79831	right	0.6402953586
02_std/fused_labels/ADNI_037_S_1225_MR_MPR-R__GradWarp__N3__Scaled_Br_20071031135002117_S25472_I79934	right	0.5674217907
02_std/fused_labels/ADNI_041_S_1412_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070910180353288_S34022_I72219	right	0.1210502893
02_std/fused_labels/ADNI_041_S_0262_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20081103091239359_S12292_I124897	right	0.4343971631
02_std/fused_labels/ADNI_041_S_0407_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229143947409_S13803_I34693	right	0.5192866031
02_std/fused_labels/ADNI_041_S_1010_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806163601228_S23880_I65230	right	0.3655030801
02_std/fused_labels/ADNI_041_S_1420_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20071029192006898_S39953_I79627	right	0.4812529663
02_std/fused_labels/ADNI_041_S_1418_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070918132319385_S36524_I73642	right	0.5644402634
02_std/fused_labels/ADNI_041_S_0721_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070214002912055_S18944_I40055	right	0.4263715111
02_std/fused_labels/ADNI_041_S_1423_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070910181109848_S36902_I72232	right	0.3516967827
02_std/fused_labels/ADNI_051_S_1072_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628164947026_S22884_I58011	right	0.5590277778
02_std/fused_labels/ADNI_051_S_1131_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730183432214_S24089_I62943	right	0.4759806082
02_std/fused_labels/ADNI_041_S_0598_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070214000432776_S15604_I40037	right	0.5603864734
02_std/fused_labels/ADNI_041_S_0679_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070214001636579_S17077_I40046	right	0.2974925627
02_std/fused_labels/ADNI_051_S_1338_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628164348990_S29709_I58000	right	0.4922515953
02_std/fused_labels/ADNI_041_S_1391_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730182830112_S29116_I62933	right	0.55859375
02_std/fused_labels/ADNI_041_S_1002_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806162828919_S23705_I65220	right	0.4038461538
02_std/fused_labels/ADNI_041_S_1411_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071101164004522_S35102_I80161	right	0.608137045
02_std/fused_labels/ADNI_041_S_0898_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229144820782_S20306_I34698	right	0.4819840898
02_std/fused_labels/ADNI_041_S_1435_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20071029192425510_S39186_I79636	right	0.5797922568
02_std/fused_labels/ADNI_041_S_1425_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070917110339248_S36930_I73357	right	0.4004149378
02_std/fused_labels/ADNI_041_S_1260_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806164316698_S25806_I65239	right	0.5422794118
02_std/fused_labels/ADNI_052_S_0951_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802184955745_S20352_I64170	right	0.598540146
02_std/fused_labels/ADNI_052_S_0952_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003130006304_S20364_I119139	right	0.5660759494
02_std/fused_labels/ADNI_052_S_0671_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802184022454_S16062_I64161	right	0.6087877184
02_std/fused_labels/ADNI_052_S_0671_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003125820580_S16062_I119137	right	0.6473684211
02_std/fused_labels/ADNI_052_S_1346_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727115323490_S28024_I62299	right	0.533145275
02_std/fused_labels/ADNI_052_S_0989_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802185936050_S22476_I64179	right	0.4410569106
02_std/fused_labels/ADNI_052_S_1168_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807165239568_S23688_I65667	right	0.6184448463
02_std/fused_labels/ADNI_053_S_0507_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071101171250650_S14483_I80199	right	0.6818181818
02_std/fused_labels/ADNI_052_S_1251_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727113005318_S26231_I62282	right	0.6419213974
02_std/fused_labels/ADNI_052_S_1352_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727120722606_S27549_I62319	right	0.5091543156
02_std/fused_labels/ADNI_052_S_0952_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20080207174038836_S20364_I89952	right	0.6023244063
02_std/fused_labels/ADNI_051_S_1040_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070628170325267_S21751_I58038	right	0.4267631103
02_std/fused_labels/ADNI_053_S_0621_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003141540459_S15442_I119162	right	0.7045454545
02_std/fused_labels/ADNI_051_S_1331_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802183344983_S29664_I64152	right	0.6088869336
02_std/fused_labels/ADNI_051_S_1123_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628170623863_S24099_I58043	right	0.5801452785
02_std/fused_labels/ADNI_057_S_0464_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229151624691_S14736_I34707	right	0.6034868127
02_std/fused_labels/ADNI_051_S_1296_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628165536504_S26431_I58022	right	0.4289544236
02_std/fused_labels/ADNI_053_S_0919_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003142001344_S20422_I119172	right	0.6085176085
02_std/fused_labels/ADNI_053_S_1044_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070802192148921_S21256_I64203	right	0.666364049
02_std/fused_labels/ADNI_052_S_0951_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003125910493_S20352_I119138	right	0.4626129827
02_std/fused_labels/ADNI_057_S_0643_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229154757193_S15782_I34725	right	0.5554545455
02_std/fused_labels/ADNI_053_S_0389_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003140345084_S13550_I119140	right	0.6375062846
02_std/fused_labels/ADNI_053_S_0507_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003140804880_S14483_I119145	right	0.6696165192
02_std/fused_labels/ADNI_057_S_0957_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229162831462_S20606_I34752	right	0.6358595194
02_std/fused_labels/ADNI_057_S_0934_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229160134007_S19971_I34734	right	0.6493506494
02_std/fused_labels/ADNI_052_S_1054_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070727103957599_S22955_I62234	right	0.5360425738
02_std/fused_labels/ADNI_052_S_1250_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727104806153_S25829_I62240	right	0.6235776058
02_std/fused_labels/ADNI_057_S_0941_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229162102002_S19985_I34747	right	0.5934883721
02_std/fused_labels/ADNI_057_S_1373_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070730191448410_S28698_I63008	right	0.4526582278
02_std/fused_labels/ADNI_053_S_0389_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807170419023_S13550_I65676	right	0.5866398795
02_std/fused_labels/ADNI_053_S_1044_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003142251021_S21256_I119175	right	0.5636856369
02_std/fused_labels/ADNI_057_S_0474_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229153747701_S13990_I34720	right	0.3637969095
02_std/fused_labels/ADNI_062_S_0578_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424114540207_S15035_I50459	right	0.6018207954
02_std/fused_labels/ADNI_057_S_0839_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209151105220_S19188_I38670	right	0.3853392769
02_std/fused_labels/ADNI_057_S_1007_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070402183852331_S21339_I47765	right	0.5572755418
02_std/fused_labels/ADNI_053_S_0621_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802190848867_S15442_I64189	right	0.683555965
