file	side	kappa
02_std/fused_labels/ADNI_014_S_0658_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070213013504238_S17481_I39701	left	0.5633676668
02_std/fused_labels/ADNI_016_S_0538_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070217020336501_S17545_I40772	left	0.5091333074
02_std/fused_labels/ADNI_016_S_1149_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080307101310157_S24786_I95615	left	0.5998322148
02_std/fused_labels/ADNI_018_S_0043_MR_MPR____N3__Scaled_Br_20070118005318572_S10493_I36485	left	0.6186186186
02_std/fused_labels/ADNI_016_S_0702_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070217021444111_S17341_I40781	left	0.4416594641
02_std/fused_labels/ADNI_016_S_0769_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070412172606992_S17720_I48867	left	0.3881006865
02_std/fused_labels/ADNI_016_S_0354_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080225190402189_S14080_I92669	left	0.2524361949
02_std/fused_labels/ADNI_016_S_1326_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727131057546_S27431_I62395	left	0.63728191
02_std/fused_labels/ADNI_018_S_0057_MR_MPR-R____N3__Scaled_2_Br_20081001150356489_S10209_I118828	left	0.5942216473
02_std/fused_labels/ADNI_018_S_0057_MR_MPR-R____N3__Scaled_Br_20070118010453591_S10209_I36501	left	0.5441364606
02_std/fused_labels/ADNI_016_S_1117_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070322173101235_S23327_I46384	left	0.5249764373
02_std/fused_labels/ADNI_016_S_1138_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071223124025892_S24779_I86045	left	0.5354107649
02_std/fused_labels/ADNI_018_S_0142_MR_MPR____N3__Scaled_2_Br_20081001135757649_S10989_I118792	left	0.316722973
02_std/fused_labels/ADNI_018_S_0087_MR_MPR____N3__Scaled_Br_20070118010954116_S10687_I36504	left	0.5223689817
02_std/fused_labels/ADNI_018_S_0142_MR_MPR____N3__Scaled_Br_20070119225705049_S10989_I36886	left	0.6497246929
02_std/fused_labels/ADNI_018_S_0043_MR_MPR____N3__Scaled_2_Br_20081010112340605_S10493_I120056	left	0.6027038814
02_std/fused_labels/ADNI_018_S_0080_MR_MPR____N3__Scaled_2_Br_20081001150046859_S10722_I118825	left	0.5164835165
02_std/fused_labels/ADNI_018_S_0155_MR_MPR____N3__Scaled_Br_20070119230259800_S11767_I36892	left	0.4252252252
02_std/fused_labels/ADNI_018_S_0055_MR_MPR____N3__Scaled_Br_20071229181121821_S10371_I86354	left	0.5385577324
02_std/fused_labels/ADNI_018_S_0335_MR_MPR____N3__Scaled_2_Br_20081008153133922_S14586_I119801	left	0.5580182529
02_std/fused_labels/ADNI_018_S_0335_MR_MPR____N3__Scaled_Br_20070101214204431_S14586_I35009	left	0.6398974797
02_std/fused_labels/ADNI_018_S_0425_MR_MPR____N3__Scaled_2_Br_20081001133125082_S13585_I118766	left	0.551584078
02_std/fused_labels/ADNI_018_S_0080_MR_MPR____N3__Scaled_Br_20080124144345215_S10722_I88356	left	0.583106267
02_std/fused_labels/ADNI_018_S_0087_MR_MPR____N3__Scaled_2_Br_20081001151240791_S10687_I118838	left	0.587585034
02_std/fused_labels/ADNI_018_S_0406_MR_MPR____N3__Scaled_Br_20070123190542509_S13623_I37199	left	0.5241864556
02_std/fused_labels/ADNI_018_S_0286_MR_MPR____N3__Scaled_2_Br_20081001135113951_S12435_I118779	left	0.5040903779
02_std/fused_labels/ADNI_018_S_0103_MR_MPR____N3__Scaled_2_Br_20081001140304363_S10790_I118798	left	0.4646539028
02_std/fused_labels/ADNI_018_S_0406_MR_MPR____N3__Scaled_2_Br_20081001133501175_S13623_I118769	left	0.4142011834
02_std/fused_labels/ADNI_018_S_0103_MR_MPR____N3__Scaled_Br_20070118011819515_S10790_I36509	left	0.5606508876
02_std/fused_labels/ADNI_018_S_0633_MR_MPR-R____N3__Scaled_Br_20070101222816515_S15573_I35036	left	0.5979194934
02_std/fused_labels/ADNI_018_S_0155_MR_MPR____N3__Scaled_2_Br_20081001135448954_S11767_I118789	left	0.4236760125
02_std/fused_labels/ADNI_018_S_0682_MR_MPR____N3__Scaled_Br_20070101224115510_S16293_I35044	left	0.5274725275
02_std/fused_labels/ADNI_018_S_0450_MR_MPR-R____N3__Scaled_2_Br_20081001132757799_S13994_I118763	left	0.3441162682
02_std/fused_labels/ADNI_018_S_0425_MR_MPR____N3__Scaled_Br_20070731165720140_S13585_I63383	left	0.4052074858
02_std/fused_labels/ADNI_018_S_0286_MR_MPR____N3__Scaled_Br_20070120013124801_S12435_I37007	left	0.5032554577
02_std/fused_labels/ADNI_018_S_0633_MR_MPR-R____N3__Scaled_2_Br_20081010112443772_S15573_I120057	left	0.6884947704
02_std/fused_labels/ADNI_018_S_0369_MR_MPR____N3__Scaled_2_Br_20081001133823173_S12613_I118772	left	0.4148471616
02_std/fused_labels/ADNI_018_S_0369_MR_MPR____N3__Scaled_Br_20070123185416090_S12613_I37194	left	0.5895904437
02_std/fused_labels/ADNI_020_S_0213_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718120158728_S12386_I60600	left	0.51910299
02_std/fused_labels/ADNI_018_S_0450_MR_MPR-R____N3__Scaled_Br_20070123192028100_S13994_I37206	left	0.5989705194
02_std/fused_labels/ADNI_020_S_0097_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802170349114_S10858_I64046	left	0.6473663048
02_std/fused_labels/ADNI_021_S_0178_MR_MPR__GradWarp__N3__Scaled_Br_20061219165928291_S11567_I33799	left	0.2757742894
02_std/fused_labels/ADNI_021_S_0141_MR_MPR__GradWarp__N3__Scaled_Br_20061217092830688_S11036_I33396	left	0.5938037866
02_std/fused_labels/ADNI_020_S_1288_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718140740691_S26890_I60664	left	0.4745490982
02_std/fused_labels/ADNI_021_S_0231_MR_MPR-R__GradWarp__N3__Scaled_Br_20061217142113223_S11835_I33493	left	0.5782537068
02_std/fused_labels/ADNI_020_S_0883_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718141322351_S19459_I60673	left	0.6755023514
02_std/fused_labels/ADNI_021_S_0159_MR_MPR-R__GradWarp__N3__Scaled_Br_20061217141337814_S11314_I33489	left	0.4341607068
02_std/fused_labels/ADNI_021_S_0343_MR_MPR__GradWarp__N3__Scaled_Br_20061217125152228_S12836_I33444	left	0.453437772
02_std/fused_labels/ADNI_021_S_0424_MR_MPR-R__GradWarp__N3__Scaled_Br_20061219090034974_S13531_I33644	left	0.6427976686
02_std/fused_labels/ADNI_018_S_0682_MR_MPR____N3__Scaled_2_Br_20081008153234434_S16293_I119802	left	0.6613657624
02_std/fused_labels/ADNI_021_S_0753_MR_MPR__GradWarp__N3__Scaled_Br_20061217132116005_S17580_I33461	left	0.4766697164
02_std/fused_labels/ADNI_021_S_0984_MR_MPR__GradWarp__N3__Scaled_Br_20061217135011341_S20680_I33476	left	0.4871302343
02_std/fused_labels/ADNI_021_S_0276_MR_MPR__GradWarp__N3__Scaled_Br_20061217123049639_S12260_I33433	left	0.7230460922
02_std/fused_labels/ADNI_022_S_0004_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070804134614900_S9234_I64631	left	0.5905017921
02_std/fused_labels/ADNI_020_S_0899_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718121152849_S19329_I60618	left	0.5557522124
02_std/fused_labels/ADNI_021_S_0332_MR_MPR-R__GradWarp__N3__Scaled_Br_20061218165657362_S12756_I33599	left	0.6190241498
02_std/fused_labels/ADNI_021_S_0642_MR_MPR__GradWarp__N3__Scaled_Br_20061217130526879_S15935_I33452	left	0.5615282097
02_std/fused_labels/ADNI_021_S_0273_MR_MPR__GradWarp__N3__Scaled_Br_20061217122235127_S12168_I33428	left	0.4838442419
02_std/fused_labels/ADNI_022_S_0066_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712150156508_S10271_I59446	left	0.695960941
02_std/fused_labels/ADNI_022_S_0014_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712143051450_S9271_I59375	left	0.593866171
02_std/fused_labels/ADNI_021_S_1109_MR_MPR__GradWarp__N3__Scaled_Br_20070727185946236_S23446_I62695	left	0.3994197292
02_std/fused_labels/ADNI_021_S_0337_MR_MPR__GradWarp__N3__Scaled_Br_20061217123842517_S12485_I33437	left	0.4467046379
02_std/fused_labels/ADNI_022_S_0129_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712152611314_S11485_I59484	left	0.669527897
02_std/fused_labels/ADNI_021_S_0626_MR_MPR__GradWarp__N3__Scaled_Br_20061229121810690_S15969_I34672	left	0.5732368897
02_std/fused_labels/ADNI_021_S_0647_MR_MPR__GradWarp__N3__Scaled_Br_20061217131346116_S15957_I33457	left	0.3457311919
02_std/fused_labels/ADNI_022_S_0007_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712142439074_S9024_I59366	left	0.3642671292
02_std/fused_labels/ADNI_022_S_0961_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070712161422506_S20711_I59601	left	0.44839549
02_std/fused_labels/ADNI_022_S_0924_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712160649333_S19445_I59575	left	0.5984990619
02_std/fused_labels/ADNI_022_S_0096_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712150800206_S11006_I59456	left	0.4721065779
02_std/fused_labels/ADNI_023_S_0030_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061204155608167_S9441_I31631	left	0.2914862915
02_std/fused_labels/ADNI_023_S_0031_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070821182618561_S9785_I69612	left	0.2443674177
02_std/fused_labels/ADNI_022_S_0130_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712154033261_S11089_I59524	left	0.496868476
02_std/fused_labels/ADNI_023_S_0042_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001152151617_S8852_I118850	left	0.2673849167
02_std/fused_labels/ADNI_022_S_0044_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712144317984_S8814_I59398	left	0.5368052078
02_std/fused_labels/ADNI_022_S_0219_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712154620604_S12375_I59533	left	0.5351101999
02_std/fused_labels/ADNI_022_S_0544_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070804141253074_S14679_I64672	left	0.2540983607
02_std/fused_labels/ADNI_022_S_1351_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712162218272_S28484_I59615	left	0.6296797474
02_std/fused_labels/ADNI_022_S_0543_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712155153926_S14849_I59543	left	0.298783455
02_std/fused_labels/ADNI_023_S_0058_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001150737723_S10335_I118832	left	0.6158333333
02_std/fused_labels/ADNI_023_S_0058_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080605143248460_S10335_I108504	left	0.5884825557
02_std/fused_labels/ADNI_022_S_1366_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812135649006_S29196_I67165	left	0.5804195804
02_std/fused_labels/ADNI_022_S_1097_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070712161920603_S23337_I59610	left	0.4247701984
02_std/fused_labels/ADNI_022_S_1394_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070816140829464_S34317_I68082	left	0.6864006864
02_std/fused_labels/ADNI_022_S_0750_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070712155703378_S17695_I59552	left	0.6336633663
02_std/fused_labels/ADNI_023_S_0030_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001130228972_S9441_I118750	left	0.2255712202
02_std/fused_labels/ADNI_023_S_0061_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061130181357306_S10312_I31102	left	0.4421831637
02_std/fused_labels/ADNI_023_S_0083_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001153941224_S10568_I118874	left	0.6531573987
02_std/fused_labels/ADNI_023_S_0083_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061130194138457_S10568_I31143	left	0.6315285098
02_std/fused_labels/ADNI_023_S_0061_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002133811269_S10312_I119062	left	0.3221288515
02_std/fused_labels/ADNI_023_S_0081_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001153645430_S10813_I118869	left	0.4261460102
02_std/fused_labels/ADNI_023_S_0031_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001151656758_S9785_I118843	left	0.3282674772
02_std/fused_labels/ADNI_023_S_0126_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061201141412569_S11525_I31271	left	0.6650579151
02_std/fused_labels/ADNI_023_S_0081_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061130190355722_S10813_I31125	left	0.5848406546
02_std/fused_labels/ADNI_023_S_0078_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070427190117586_S10619_I51999	left	0.698440208
02_std/fused_labels/ADNI_023_S_0093_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201134712282_S10736_I31251	left	0.4320771253
02_std/fused_labels/ADNI_023_S_0042_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061130173634563_S8852_I31084	left	0.5197464651
02_std/fused_labels/ADNI_023_S_0217_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101115159_S11731_I118974	left	0.4194792671
02_std/fused_labels/ADNI_023_S_0078_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001153036948_S10619_I118861	left	0.6216450216
02_std/fused_labels/ADNI_023_S_0139_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002100910505_S11079_I118971	left	0.5086538462
02_std/fused_labels/ADNI_023_S_0331_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101152597_S12428_I118975	left	0.6241674596
02_std/fused_labels/ADNI_023_S_0331_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201162554355_S12428_I31369	left	0.3365019011
02_std/fused_labels/ADNI_023_S_0376_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201164531518_S12652_I31384	left	0.2842287695
02_std/fused_labels/ADNI_023_S_0217_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061201155914899_S11731_I31346	left	0.5740561471
02_std/fused_labels/ADNI_023_S_0093_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002100757991_S10736_I118969	left	0.5953806672
02_std/fused_labels/ADNI_023_S_0613_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203125535760_S15743_I31473	left	0.4678111588
02_std/fused_labels/ADNI_023_S_0139_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061201144502375_S11079_I31300	left	0.5661625709
02_std/fused_labels/ADNI_023_S_0084_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002100834283_S10764_I118970	left	0.4251805986
02_std/fused_labels/ADNI_023_S_0126_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101037533_S11525_I118973	left	0.6030199708
02_std/fused_labels/ADNI_023_S_0084_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061201102044695_S10764_I31205	left	0.5977482088
02_std/fused_labels/ADNI_023_S_0604_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203122926229_S15182_I31455	left	0.5713073005
02_std/fused_labels/ADNI_023_S_0613_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002114026105_S15743_I119027	left	0.4576124567
02_std/fused_labels/ADNI_023_S_0855_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203135308153_S18561_I31509	left	0.5277280859
02_std/fused_labels/ADNI_023_S_0625_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002114102603_S15820_I119028	left	0.5578125
02_std/fused_labels/ADNI_023_S_0625_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061203133040963_S15820_I31495	left	0.6539953452
02_std/fused_labels/ADNI_023_S_0388_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001152419019_S13076_I118853	left	0.3967507482
02_std/fused_labels/ADNI_023_S_1046_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001155201559_S22199_I118907	left	0.3245901639
02_std/fused_labels/ADNI_023_S_0376_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002101229250_S12652_I118976	left	0.3145580589
02_std/fused_labels/ADNI_023_S_0604_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154019415_S15182_I118875	left	0.513536379
02_std/fused_labels/ADNI_023_S_1104_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001155513122_S22579_I118911	left	0.5207439199
02_std/fused_labels/ADNI_023_S_0388_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203115439863_S13076_I31437	left	0.3673986486
02_std/fused_labels/ADNI_023_S_0887_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203141838289_S19087_I31526	left	0.5881126173
02_std/fused_labels/ADNI_023_S_0926_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203145312272_S19390_I31547	left	0.6438818565
02_std/fused_labels/ADNI_023_S_0963_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080206081955454_S19740_I89417	left	0.6242038217
02_std/fused_labels/ADNI_023_S_1126_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081124142926303_S23440_I128366	left	0.62
02_std/fused_labels/ADNI_023_S_0916_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154252419_S19228_I118879	left	0.3915009042
02_std/fused_labels/ADNI_023_S_1104_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070412171609661_S22579_I48851	left	0.6504065041
02_std/fused_labels/ADNI_023_S_0916_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061203142844438_S19228_I31533	left	0.6090122895
02_std/fused_labels/ADNI_023_S_1262_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160410209_S26314_I118923	left	0.4081831466
02_std/fused_labels/ADNI_023_S_0855_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002102235603_S18561_I118985	left	0.2678088368
02_std/fused_labels/ADNI_023_S_1262_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727133707675_S26314_I62433	left	0.623540856
02_std/fused_labels/ADNI_023_S_1289_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160534628_S26374_I118925	left	0.622983871
02_std/fused_labels/ADNI_023_S_0887_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002102505839_S19087_I118988	left	0.3918281823
02_std/fused_labels/ADNI_023_S_1190_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160113641_S24847_I118919	left	0.5374411639
02_std/fused_labels/ADNI_023_S_0926_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154652646_S19390_I118892	left	0.3415862358
02_std/fused_labels/ADNI_024_S_1063_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070731170617965_S21525_I63392	left	0.5999113868
02_std/fused_labels/ADNI_024_S_1171_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731172208570_S24659_I63406	left	0.7072771872
02_std/fused_labels/ADNI_024_S_1393_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806174939767_S28190_I65271	left	0.5594059406
02_std/fused_labels/ADNI_023_S_1289_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080207172946284_S26374_I89938	left	0.6643002028
02_std/fused_labels/ADNI_024_S_1400_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807074932311_S31870_I65280	left	0.3810383747
02_std/fused_labels/ADNI_023_S_0963_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001154900852_S19740_I118903	left	0.4413518887
02_std/fused_labels/ADNI_024_S_1307_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070731173131780_S27061_I63415	left	0.6994633274
02_std/fused_labels/ADNI_027_S_0116_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152008458_S11442_I119068	left	0.6235606732
02_std/fused_labels/ADNI_027_S_0118_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222172848171_S11796_I34114	left	0.3474306503
02_std/fused_labels/ADNI_023_S_1190_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070322181907670_S24847_I46417	left	0.5811674478
02_std/fused_labels/ADNI_023_S_1046_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070322174836354_S22199_I46396	left	0.5265306122
02_std/fused_labels/ADNI_027_S_0074_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061227115631612_S10605_I34316	left	0.2185365854
02_std/fused_labels/ADNI_023_S_1247_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002103413605_S25741_I118994	left	0.2420856611
02_std/fused_labels/ADNI_023_S_1247_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070412172006512_S25741_I48857	left	0.3503512881
02_std/fused_labels/ADNI_027_S_0256_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222182443469_S12357_I34150	left	0.6142991533
02_std/fused_labels/ADNI_023_S_1306_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081001160659176_S26604_I118927	left	0.5436507937
02_std/fused_labels/ADNI_027_S_0307_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222183929043_S13072_I34159	left	0.6061946903
02_std/fused_labels/ADNI_027_S_0404_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222194841960_S13866_I34204	left	0.4769703173
02_std/fused_labels/ADNI_024_S_0985_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070727191736159_S21112_I62715	left	0.6672613738
02_std/fused_labels/ADNI_027_S_0118_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152101562_S11796_I119069	left	0.3283716734
02_std/fused_labels/ADNI_027_S_0116_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061227121133462_S11442_I34325	left	0.6690203001
02_std/fused_labels/ADNI_023_S_1306_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070322184713570_S26604_I46435	left	0.5602379772
02_std/fused_labels/ADNI_027_S_0403_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061222191351273_S13717_I34181	left	0.7519866165
02_std/fused_labels/ADNI_027_S_0417_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061222202441161_S14373_I34226	left	0.5489412705
02_std/fused_labels/ADNI_027_S_0074_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002151636821_S10605_I119067	left	0.1378968254
02_std/fused_labels/ADNI_027_S_0179_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152248907_S11781_I119071	left	0.3028785982
02_std/fused_labels/ADNI_027_S_0835_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070109234117513_S18760_I35666	left	0.3507397737
02_std/fused_labels/ADNI_027_S_0120_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081002152155880_S11535_I119070	left	0.6098501071
02_std/fused_labels/ADNI_027_S_1082_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070327161431010_S22938_I47204	left	0.4665427509
02_std/fused_labels/ADNI_027_S_1213_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070327164604315_S25492_I47223	left	0.6301234568
02_std/fused_labels/ADNI_027_S_0120_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061227122431347_S11535_I34332	left	0.6206896552
02_std/fused_labels/ADNI_027_S_1045_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070327162348161_S22174_I47210	left	0.6566716642
02_std/fused_labels/ADNI_027_S_0179_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061222180304669_S11781_I34136	left	0.5134798839
02_std/fused_labels/ADNI_029_S_0824_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20080308130111462_S18139_I96284	left	0.47731569
02_std/fused_labels/ADNI_027_S_0408_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070129173016787_S14231_I37548	left	0.6536219817
02_std/fused_labels/ADNI_027_S_1081_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070327152141858_S25357_I47168	left	0.4101838755
02_std/fused_labels/ADNI_027_S_0485_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070129174944113_S14208_I37557	left	0.4861294584
02_std/fused_labels/ADNI_027_S_1277_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070328083825155_S26408_I47278	left	0.6866851047
02_std/fused_labels/ADNI_027_S_0461_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222203247000_S15192_I34231	left	0.6340388007
02_std/fused_labels/ADNI_027_S_0644_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061222204755143_S15630_I34240	left	0.3657884689
02_std/fused_labels/ADNI_027_S_0850_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070412191003564_S18554_I48996	left	0.4248033318
02_std/fused_labels/ADNI_029_S_0843_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070810175504250_S18909_I66997	left	0.2967079949
02_std/fused_labels/ADNI_029_S_0845_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070805141431549_S18829_I64867	left	0.4799005387
02_std/fused_labels/ADNI_027_S_1254_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070327165452524_S25764_I47228	left	0.6021314387
02_std/fused_labels/ADNI_027_S_1387_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812142231349_S28123_I67201	left	0.3156925909
02_std/fused_labels/ADNI_029_S_0878_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070805142357853_S18986_I64876	left	0.4443485764
02_std/fused_labels/ADNI_027_S_1385_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070330094058546_S28133_I47574	left	0.3806485912
02_std/fused_labels/ADNI_029_S_1056_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070718151433161_S22977_I60741	left	0.6685366994
02_std/fused_labels/ADNI_029_S_0836_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806122937449_S18151_I65013	left	0.5817669173
02_std/fused_labels/ADNI_031_S_0294_MR_MPR-R__GradWarp__N3__Scaled_Br_20071226134606100_S12243_I86206	left	0.2752832564
02_std/fused_labels/ADNI_029_S_1215_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718151927704_S25348_I60746	left	0.613876911
02_std/fused_labels/ADNI_029_S_1384_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070805145632687_S29083_I64907	left	0.5337396604
