file	side	kappa
02_std/fused_labels/ADNI_031_S_0321_MR_MPR__GradWarp__N3__Scaled_Br_20070807093706127_S12365_I65383	left	0.6946054391
02_std/fused_labels/ADNI_029_S_0871_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070718145134172_S24246_I60719	left	0.5539696699
02_std/fused_labels/ADNI_029_S_0866_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807154846672_S18917_I65611	left	0.6372469636
02_std/fused_labels/ADNI_031_S_0568_MR_MPR__GradWarp__N3__Scaled_Br_20070805151519193_S14833_I64922	left	0.2893791688
02_std/fused_labels/ADNI_029_S_0914_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20081101211348245_S24287_I124879	left	0.5384942578
02_std/fused_labels/ADNI_029_S_0999_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070805144703422_S23248_I64898	left	0.5098415747
02_std/fused_labels/ADNI_031_S_0554_MR_MPR-R__GradWarp__N3__Scaled_Br_20070804144512116_S14904_I64711	left	0.3844660194
02_std/fused_labels/ADNI_031_S_1066_MR_MPR__GradWarp__N3__Scaled_Br_20070813152400650_S22389_I67434	left	0.6041470311
02_std/fused_labels/ADNI_031_S_1209_MR_MPR__GradWarp__N3__Scaled_Br_20070813153725713_S25028_I67441	left	0.5949008499
02_std/fused_labels/ADNI_032_S_0095_MR_MPR____N3__Scaled_2_Br_20081003095810245_S10729_I119076	left	0.6050709067
02_std/fused_labels/ADNI_029_S_1038_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070718150555942_S22851_I60732	left	0.6356088561
02_std/fused_labels/ADNI_029_S_1073_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806124421887_S22828_I65022	left	0.6149283243
02_std/fused_labels/ADNI_031_S_0821_MR_MPR__GradWarp__N3__Scaled_Br_20080302104502181_S18439_I94816	left	0.4798245614
02_std/fused_labels/ADNI_029_S_1218_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070813144422893_S25478_I67389	left	0.3165957447
02_std/fused_labels/ADNI_032_S_0147_MR_MPR____N3__Scaled_2_Br_20081003100226549_S11186_I119079	left	0.6632124352
02_std/fused_labels/ADNI_029_S_1184_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070812143109046_S25463_I67210	left	0.6066441984
02_std/fused_labels/ADNI_032_S_0187_MR_MPR-R____N3__Scaled_2_Br_20081003100351181_S11617_I119080	left	0.6408199643
02_std/fused_labels/ADNI_029_S_1318_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070718153404161_S26769_I60760	left	0.5471613768
02_std/fused_labels/ADNI_031_S_0867_MR_MPR__GradWarp__N3__Scaled_Br_20070813151048642_S19256_I67423	left	0.4661965989
02_std/fused_labels/ADNI_032_S_0147_MR_MPR____N3__Scaled_Br_20070123192754258_S11186_I37210	left	0.5930092407
02_std/fused_labels/ADNI_031_S_0830_MR_MPR-R__GradWarp__N3__Scaled_Br_20071029110046014_S18847_I79342	left	0.2713754647
02_std/fused_labels/ADNI_032_S_0214_MR_MPR-R____N3__Scaled_Br_20070123195815556_S11740_I37224	left	0.6151315789
02_std/fused_labels/ADNI_032_S_0187_MR_MPR-R____N3__Scaled_Br_20070123194533661_S11617_I37217	left	0.5987544484
02_std/fused_labels/ADNI_031_S_0351_MR_MPR-R__GradWarp__N3__Scaled_Br_20070807100818129_S13461_I65401	left	0.6872693727
02_std/fused_labels/ADNI_032_S_0095_MR_MPR____N3__Scaled_Br_20070731174115956_S10729_I63424	left	0.5325852395
02_std/fused_labels/ADNI_032_S_0479_MR_MPR____N3__Scaled_2_Br_20081003101752111_S14457_I119090	left	0.4237888933
02_std/fused_labels/ADNI_032_S_0718_MR_MPR____N3__Scaled_2_Br_20081003103508361_S16859_I119105	left	0.3161453931
02_std/fused_labels/ADNI_031_S_0618_MR_MPR-R__GradWarp__N3__Scaled_Br_20070812130712805_S15271_I67110	left	0.5741350906
02_std/fused_labels/ADNI_032_S_1169_MR_MPR-R____N3__Scaled_2_Br_20081003104756214_S24442_I119118	left	0.4685607825
02_std/fused_labels/ADNI_032_S_0978_MR_MPR____N3__Scaled_Br_20070123201832755_S20184_I37238	left	0.2628571429
02_std/fused_labels/ADNI_032_S_0214_MR_MPR-R____N3__Scaled_2_Br_20081003100927277_S11740_I119084	left	0.6839293054
02_std/fused_labels/ADNI_033_S_0511_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120513744_S15101_I119121	left	0.5890168291
02_std/fused_labels/ADNI_032_S_0677_MR_MPR____N3__Scaled_Br_20070123200558482_S16051_I37228	left	0.4634053849
02_std/fused_labels/ADNI_032_S_0400_MR_MPR____N3__Scaled_2_Br_20081003101339687_S13238_I119087	left	0.4711951849
02_std/fused_labels/ADNI_032_S_0677_MR_MPR____N3__Scaled_2_Br_20081003103049630_S16051_I119102	left	0.5818458033
02_std/fused_labels/ADNI_032_S_1101_MR_MPR____N3__Scaled_Br_20070731180142730_S22783_I63442	left	0.5231213873
02_std/fused_labels/ADNI_032_S_1169_MR_MPR-R____N3__Scaled_Br_20070806134402523_S24442_I65052	left	0.6660499537
02_std/fused_labels/ADNI_032_S_0400_MR_MPR____N3__Scaled_Br_20070118000329335_S13238_I36459	left	0.5256355019
02_std/fused_labels/ADNI_032_S_1037_MR_MPR____N3__Scaled_2_Br_20081003104216708_S22208_I119114	left	0.3389261745
02_std/fused_labels/ADNI_033_S_0513_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302154554824_S14673_I42258	left	0.3550543024
02_std/fused_labels/ADNI_032_S_0479_MR_MPR____N3__Scaled_Br_20070118002237189_S14457_I36469	left	0.4431279621
02_std/fused_labels/ADNI_033_S_0516_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302171255157_S14818_I42308	left	0.2605111294
02_std/fused_labels/ADNI_033_S_0516_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120907024_S14818_I119125	left	0.3483657427
02_std/fused_labels/ADNI_032_S_0718_MR_MPR____N3__Scaled_Br_20070118003212483_S16859_I36474	left	0.60321489
02_std/fused_labels/ADNI_032_S_0978_MR_MPR____N3__Scaled_2_Br_20081003103926976_S20184_I119112	left	0.2800173385
02_std/fused_labels/ADNI_032_S_1101_MR_MPR____N3__Scaled_2_Br_20081003104506735_S22783_I119116	left	0.5783836417
02_std/fused_labels/ADNI_033_S_0513_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120611250_S14673_I119122	left	0.6019254918
02_std/fused_labels/ADNI_033_S_0724_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303125222238_S17337_I42400	left	0.5168183617
02_std/fused_labels/ADNI_032_S_1037_MR_MPR____N3__Scaled_Br_20070118004712656_S22208_I36482	left	0.4488448845
02_std/fused_labels/ADNI_033_S_0734_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121738846_S16942_I119134	left	0.4783319706
02_std/fused_labels/ADNI_033_S_0724_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121149525_S17337_I119128	left	0.5829346093
02_std/fused_labels/ADNI_033_S_0511_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302151219556_S15101_I42240	left	0.6454980426
02_std/fused_labels/ADNI_033_S_0741_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121931589_S17006_I119136	left	0.6184448463
02_std/fused_labels/ADNI_033_S_0733_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121546031_S16932_I119132	left	0.6453932584
02_std/fused_labels/ADNI_033_S_0725_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121348635_S17092_I119130	left	0.4962002682
02_std/fused_labels/ADNI_033_S_0725_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303130703791_S17092_I42409	left	0.4988844266
02_std/fused_labels/ADNI_033_S_0514_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003120706970_S14663_I119123	left	0.4563106796
02_std/fused_labels/ADNI_033_S_0723_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121055251_S16845_I119127	left	0.4134910206
02_std/fused_labels/ADNI_033_S_0734_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303134608580_S16942_I42434	left	0.5337218984
02_std/fused_labels/ADNI_033_S_0567_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121001991_S14572_I119126	left	0.5146705147
02_std/fused_labels/ADNI_033_S_0514_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070302161749464_S14663_I42276	left	0.4987775061
02_std/fused_labels/ADNI_033_S_0567_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070303120457162_S14572_I42370	left	0.4386048734
02_std/fused_labels/ADNI_033_S_0723_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303122652673_S16845_I42384	left	0.5464912281
02_std/fused_labels/ADNI_033_S_0739_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003121834902_S16956_I119135	left	0.4366549825
02_std/fused_labels/ADNI_033_S_0920_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070304121025723_S19288_I42481	left	0.6959219858
02_std/fused_labels/ADNI_033_S_0733_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070303133222445_S16932_I42425	left	0.7077892841
02_std/fused_labels/ADNI_033_S_0922_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304122855389_S19341_I42493	left	0.4349593496
02_std/fused_labels/ADNI_033_S_1283_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070517162231894_S26144_I54785	left	0.6145203111
02_std/fused_labels/ADNI_033_S_0739_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304110859078_S16956_I42441	left	0.2880161128
02_std/fused_labels/ADNI_033_S_1284_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070517163057545_S26686_I54799	left	0.5886856657
02_std/fused_labels/ADNI_033_S_1308_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070517160021095_S26600_I54752	left	0.6718606783
02_std/fused_labels/ADNI_033_S_1309_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070426181345627_S26195_I51605	left	0.6860304288
02_std/fused_labels/ADNI_033_S_0906_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304115044054_S19314_I42468	left	0.5096418733
02_std/fused_labels/ADNI_033_S_0889_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070426183239887_S19296_I51629	left	0.527804878
02_std/fused_labels/ADNI_033_S_1116_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070306101437636_S22799_I42844	left	0.6092778575
02_std/fused_labels/ADNI_033_S_0741_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304112300306_S17006_I42450	left	0.5710455764
02_std/fused_labels/ADNI_033_S_0923_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070304125438114_S19544_I42509	left	0.5143078113
02_std/fused_labels/ADNI_033_S_1016_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070306084833503_S21817_I42772	left	0.6356188012
02_std/fused_labels/ADNI_033_S_1285_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070426175923899_S26128_I51588	left	0.6595012898
02_std/fused_labels/ADNI_033_S_1086_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070306090420483_S23547_I42785	left	0.4467005076
02_std/fused_labels/ADNI_033_S_1098_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070306095352673_S22792_I42832	left	0.4593886463
02_std/fused_labels/ADNI_035_S_0555_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070212231251579_S22440_I39614	left	0.7193051717
02_std/fused_labels/ADNI_033_S_1281_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070517161803030_S26136_I54780	left	0.2599206349
02_std/fused_labels/ADNI_035_S_0033_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319170758998_S10396_I45166	left	0.5384978744
02_std/fused_labels/ADNI_036_S_0672_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119235831844_S17131_I36938	left	0.391996362
02_std/fused_labels/ADNI_033_S_1279_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070517160450483_S26694_I54757	left	0.6887351779
02_std/fused_labels/ADNI_035_S_0341_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319175003745_S12952_I45213	left	0.2128644146
02_std/fused_labels/ADNI_035_S_0048_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070319171821233_S10257_I45183	left	0.5636208369
02_std/fused_labels/ADNI_035_S_0292_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212221314426_S12408_I39569	left	0.6244988864
02_std/fused_labels/ADNI_036_S_0748_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120002555015_S17705_I36959	left	0.1942186089
02_std/fused_labels/ADNI_035_S_0204_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212215946185_S11661_I39542	left	0.4054316198
02_std/fused_labels/ADNI_036_S_0869_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070120011255669_S21421_I36993	left	0.5368314834
02_std/fused_labels/ADNI_036_S_1001_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209145840163_S22691_I38661	left	0.6159589361
02_std/fused_labels/ADNI_035_S_0156_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212214638392_S11391_I39533	left	0.4774494557
02_std/fused_labels/ADNI_036_S_1135_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806144313368_S24501_I65109	left	0.4708115804
02_std/fused_labels/ADNI_037_S_0150_MR_MPR-R__GradWarp__N3__Scaled_Br_20070806150947680_S11434_I65130	left	0.5689964158
02_std/fused_labels/ADNI_036_S_0976_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806142519390_S23852_I65091	left	0.4019093079
02_std/fused_labels/ADNI_036_S_1023_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070806143820211_S24338_I65104	left	0.565026362
02_std/fused_labels/ADNI_036_S_0656_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119234457766_S16286_I36924	left	0.6302637668
02_std/fused_labels/ADNI_036_S_1240_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806145220578_S26423_I65118	left	0.6206581353
02_std/fused_labels/ADNI_035_S_0997_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730180825513_S23184_I62908	left	0.5543113102
02_std/fused_labels/ADNI_036_S_0576_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119231729321_S15156_I36903	left	0.6101276245
02_std/fused_labels/ADNI_037_S_0303_MR_MPR-R__GradWarp__N3__Scaled_Br_20070806153911498_S12982_I65148	left	0.5002193945
02_std/fused_labels/ADNI_037_S_0467_MR_MPR__GradWarp__N3__Scaled_Br_20080605143330764_S14164_I108505	left	0.2338164251
02_std/fused_labels/ADNI_037_S_0501_MR_MPR__GradWarp__N3__Scaled_Br_20071030162417053_S14854_I79773	left	0.6880301602
02_std/fused_labels/ADNI_036_S_0759_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120004026768_S18094_I36969	left	0.5710029791
02_std/fused_labels/ADNI_036_S_0577_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070119233126708_S14974_I36914	left	0.5574948665
02_std/fused_labels/ADNI_036_S_0760_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209144410346_S18264_I38652	left	0.5490009515
02_std/fused_labels/ADNI_037_S_0588_MR_MPR__GradWarp__N3__Scaled_Br_20071030172005902_S23602_I79824	left	0.6448474126
02_std/fused_labels/ADNI_037_S_0566_MR_MPR__GradWarp__N3__Scaled_Br_20071030165731129_S15457_I79803	left	0.5007541478
02_std/fused_labels/ADNI_036_S_0673_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120001203137_S17157_I36949	left	0.3307303629
02_std/fused_labels/ADNI_036_S_0813_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120005430235_S18252_I36979	left	0.3610169492
02_std/fused_labels/ADNI_037_S_0454_MR_MPR__GradWarp__N3__Scaled_Br_20071030160825938_S14104_I79755	left	0.4418311634
02_std/fused_labels/ADNI_037_S_0539_MR_MPR-R__GradWarp__N3__Scaled_Br_20071030164547990_S15541_I79792	left	0.5167755991
02_std/fused_labels/ADNI_037_S_0627_MR_MPR__GradWarp__N3__Scaled_Br_20071030172722998_S16313_I79831	left	0.5433145009
02_std/fused_labels/ADNI_036_S_0945_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070120012107705_S20971_I36999	left	0.2958629336
02_std/fused_labels/ADNI_041_S_0407_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229143947409_S13803_I34693	left	0.6118500605
02_std/fused_labels/ADNI_041_S_0446_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070215230040560_S13908_I40433	left	0.3726651481
02_std/fused_labels/ADNI_041_S_0125_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070109234918469_S10883_I35671	left	0.607695359
02_std/fused_labels/ADNI_041_S_0549_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212211806655_S15488_I39506	left	0.6999147485
02_std/fused_labels/ADNI_041_S_0262_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20081103091239359_S12292_I124897	left	0.2565816966
02_std/fused_labels/ADNI_041_S_0598_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070214000432776_S15604_I40037	left	0.5948963317
02_std/fused_labels/ADNI_037_S_0182_MR_MPR__GradWarp__N3__Scaled_Br_20070806151831769_S11644_I65134	left	0.6366418889
02_std/fused_labels/ADNI_041_S_0721_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070214002912055_S18944_I40055	left	0.6438042981
02_std/fused_labels/ADNI_041_S_1002_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806162828919_S23705_I65220	left	0.1231696813
02_std/fused_labels/ADNI_041_S_1368_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806164945601_S27512_I65248	left	0.5011665889
02_std/fused_labels/ADNI_037_S_1421_MR_MPR__GradWarp__N3__Scaled_Br_20071031140454958_S38602_I79948	left	0.5934690014
02_std/fused_labels/ADNI_041_S_0679_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070214001636579_S17077_I40046	left	0.6071146245
02_std/fused_labels/ADNI_037_S_0552_MR_MPR__GradWarp__N3__Scaled_Br_20071030165002928_S14888_I79796	left	0.332259549
02_std/fused_labels/ADNI_037_S_0327_MR_MPR__GradWarp__N3__Scaled_Br_20071030155301116_S13473_I79732	left	0.6423192771
02_std/fused_labels/ADNI_041_S_0898_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229144820782_S20306_I34698	left	0.6626394052
02_std/fused_labels/ADNI_037_S_0377_MR_MPR__GradWarp__N3__Scaled_Br_20071125141431214_S13873_I83094	left	0.6677458519
02_std/fused_labels/ADNI_041_S_1420_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20071029192006898_S39953_I79627	left	0.3517730496
02_std/fused_labels/ADNI_041_S_1412_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070910180353288_S34022_I72219	left	0.5818330606
02_std/fused_labels/ADNI_041_S_1423_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070910181109848_S36902_I72232	left	0.6589644844
02_std/fused_labels/ADNI_041_S_1260_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806164316698_S25806_I65239	left	0.3141967067
02_std/fused_labels/ADNI_037_S_1225_MR_MPR-R__GradWarp__N3__Scaled_Br_20071031135002117_S25472_I79934	left	0.267654321
02_std/fused_labels/ADNI_041_S_0282_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070212210357565_S13496_I39486	left	0.5509337861
02_std/fused_labels/ADNI_041_S_1425_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070917110339248_S36930_I73357	left	0.574777309
02_std/fused_labels/ADNI_037_S_1078_MR_MPR__GradWarp__N3__Scaled_Br_20071030173513529_S23178_I79838	left	0.4920838682
02_std/fused_labels/ADNI_041_S_0314_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229141726504_S12492_I34680	left	0.4356093345
02_std/fused_labels/ADNI_051_S_1072_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628164947026_S22884_I58011	left	0.6894803549
02_std/fused_labels/ADNI_041_S_1010_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070806163601228_S23880_I65230	left	0.6507384883
02_std/fused_labels/ADNI_041_S_1418_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070918132319385_S36524_I73642	left	0.6031746032
02_std/fused_labels/ADNI_051_S_1331_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802183344983_S29664_I64152	left	0.588781105
02_std/fused_labels/ADNI_041_S_1411_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071101164004522_S35102_I80161	left	0.6769718589
02_std/fused_labels/ADNI_052_S_0952_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003130006304_S20364_I119139	left	0.3111767602
02_std/fused_labels/ADNI_052_S_0989_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802185936050_S22476_I64179	left	0.4705882353
02_std/fused_labels/ADNI_052_S_0671_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003125820580_S16062_I119137	left	0.6796577947
02_std/fused_labels/ADNI_052_S_0671_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802184022454_S16062_I64161	left	0.673286052
02_std/fused_labels/ADNI_052_S_0951_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802184955745_S20352_I64170	left	0.5671641791
02_std/fused_labels/ADNI_041_S_1391_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730182830112_S29116_I62933	left	0.4561093957
02_std/fused_labels/ADNI_051_S_1040_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070628170325267_S21751_I58038	left	0.5338742394
02_std/fused_labels/ADNI_051_S_1123_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628170623863_S24099_I58043	left	0.5184842884
02_std/fused_labels/ADNI_051_S_1338_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628164348990_S29709_I58000	left	0.5970149254
02_std/fused_labels/ADNI_052_S_1250_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727104806153_S25829_I62240	left	0.7125328659
02_std/fused_labels/ADNI_053_S_0389_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807170419023_S13550_I65676	left	0.6453178069
02_std/fused_labels/ADNI_052_S_1168_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070807165239568_S23688_I65667	left	0.5691056911
02_std/fused_labels/ADNI_053_S_0507_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20071101171250650_S14483_I80199	left	0.6580702534
02_std/fused_labels/ADNI_041_S_1435_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20071029192425510_S39186_I79636	left	0.2329803328
02_std/fused_labels/ADNI_053_S_0507_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003140804880_S14483_I119145	left	0.6416443253
02_std/fused_labels/ADNI_052_S_0952_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20080207174038836_S20364_I89952	left	0.2957467854
02_std/fused_labels/ADNI_051_S_1131_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730183432214_S24089_I62943	left	0.4558823529
02_std/fused_labels/ADNI_051_S_1296_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070628165536504_S26431_I58022	left	0.6447709594
02_std/fused_labels/ADNI_053_S_0621_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003141540459_S15442_I119162	left	0.7076796036
02_std/fused_labels/ADNI_052_S_0951_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003125910493_S20352_I119138	left	0.446087972
02_std/fused_labels/ADNI_057_S_0474_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20061229153747701_S13990_I34720	left	0.6042402827
02_std/fused_labels/ADNI_053_S_0621_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070802190848867_S15442_I64189	left	0.5
02_std/fused_labels/ADNI_053_S_1044_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070802192148921_S21256_I64203	left	0.6833030853
02_std/fused_labels/ADNI_052_S_1054_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070727103957599_S22955_I62234	left	0.1667425968
02_std/fused_labels/ADNI_057_S_0464_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229151624691_S14736_I34707	left	0.4242674371
02_std/fused_labels/ADNI_057_S_0643_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229154757193_S15782_I34725	left	0.4304439746
02_std/fused_labels/ADNI_052_S_1352_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727120722606_S27549_I62319	left	0.4647370567
02_std/fused_labels/ADNI_057_S_0818_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20081016161130417_S18613_I121435	left	0.634056299
02_std/fused_labels/ADNI_052_S_1251_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727113005318_S26231_I62282	left	0.6666666667
02_std/fused_labels/ADNI_053_S_0389_MR_MPR__GradWarp__B1_Correction__N3__Scaled_2_Br_20081003140345084_S13550_I119140	left	0.6402704008
02_std/fused_labels/ADNI_057_S_1007_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070402183852331_S21339_I47765	left	0.233554309
02_std/fused_labels/ADNI_052_S_1346_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070727115323490_S28024_I62299	left	0.5909479078
02_std/fused_labels/ADNI_057_S_1217_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730190049077_S25854_I62984	left	0.5223678265
02_std/fused_labels/ADNI_057_S_0839_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070209151105220_S19188_I38670	left	0.629298163
02_std/fused_labels/ADNI_057_S_1269_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070818134318952_S25880_I68545	left	0.3550347222
02_std/fused_labels/ADNI_057_S_1265_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070821151644968_S25872_I69492	left	0.6095890411
02_std/fused_labels/ADNI_057_S_1379_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070730191813596_S28761_I63014	left	0.4274353877
02_std/fused_labels/ADNI_062_S_0578_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20070424114540207_S15035_I50459	left	0.3803009576
02_std/fused_labels/ADNI_053_S_0919_MR_MPR-R__GradWarp__B1_Correction__N3__Scaled_Br_20070807172050072_S20422_I65689	left	0.6373280943
02_std/fused_labels/ADNI_057_S_0934_MR_MPR__GradWarp__B1_Correction__N3__Scaled_Br_20061229160134007_S19971_I34734	left	0.5897550111
